State/ UT,District/ Area,Total Crimes against Women,Crime_Probability,District_Score,Normalized_Score
Kerala,Kollam Commr.,488.0,0.025133910177173466,6136.0,0.024365836999857046
Kerala,Kollam Rural,502.0,0.025854964977338277,6498.0,0.025803326079705195
Kerala,Kottayam,376.0,0.019365471775854966,4904.0,0.019473608971202566
Kerala,Kozhikode Commr.,361.0,0.018592913061392664,4488.0,0.017821687818669885
Kerala,Kozhikode Rural,569.0,0.02930572723526988,7237.0,0.02873786870403609
Kerala,Malappuram,989.0,0.05093737124021425,12478.0,0.04954969264736248
Kerala,Palakkad,624.0,0.032138442521631644,7670.0,0.030457296249821308
Kerala,Pathanamthitta,331.0,0.01704779563246807,4698.0,0.018655590323554173
Kerala,Railways,49.0,0.0025236918005768437,672.0,0.0026684880156297155
Kerala,Thrissur Commr.,264.0,0.013597033374536464,3477.0,0.013807042902298394
Kerala,Thrissur Rural,688.0,0.03543469303667079,8642.0,0.03431707355814286
Kerala,Trivandrum Commr.,425.0,0.021889163576431808,5273.0,0.020938894801213526
Kerala,Trivandrum Rural,1040.0,0.053564070869386075,14259.0,0.05662198008164303
Kerala,Wayanadu,380.0,0.01957148743304491,5449.0,0.021637784519592737
Kerala,Crime Branch,14.0,0.0007210548001648125,200.0,0.0007941928617945582
Kerala,Total District(s),9708.0,0.5,125914.0,0.5
Madhya Pradesh,Agar,186.0,0.003853325046612803,2649.0,0.0037836478993541088
Madhya Pradesh,Alirajpur,103.0,0.0021338305365651545,1670.0,0.0023853121902307896
Madhya Pradesh,Anuppur,268.0,0.005552102755334577,4064.0,0.005804735773112532
Madhya Pradesh,Ashok Nagar,381.0,0.007893101305158483,5303.0,0.007574437451972382
Madhya Pradesh,Balaghat,495.0,0.010254816656308266,7664.0,0.010946726123310642
Madhya Pradesh,Barwani,255.0,0.0052827843380981974,4156.0,0.005936142193173151
Madhya Pradesh,Betul,436.0,0.009032525378081625,6208.0,0.008867076692786073
Madhya Pradesh,Bhind,433.0,0.008970374974103999,5834.0,0.008332881028626603
Madhya Pradesh,Bhopal,1192.0,0.02469442718044334,17057.0,0.024363035945369208
Madhya Pradesh,Bhopal Railway,48.0,0.0009944064636420136,722.0,0.0010312547313452876
Madhya Pradesh,Burhanpur,169.0,0.003501139424072923,2598.0,0.0037108030360596357
Madhya Pradesh,Chhatarpur,487.0,0.010089082245701264,6807.0,0.009722646753832925
Madhya Pradesh,Chhindwara,695.0,0.014398176921483322,10768.0,0.015380264469703678
Madhya Pradesh,Damoh,371.0,0.007685933291899731,5284.0,0.007547299169568558
Madhya Pradesh,Datia,192.0,0.003977625854568055,2538.0,0.003625103196889667
Madhya Pradesh,Dewas,675.0,0.013983840894965818,9259.0,0.013224913514578971
Madhya Pradesh,Dhar,543.0,0.01124922311995028,8760.0,0.0125121765188154
Madhya Pradesh,Dindori,261.0,0.0054070851460534496,3830.0,0.005470506400349655
Madhya Pradesh,Guna,421.0,0.008721773358193494,6260.0,0.008941349886733379
Madhya Pradesh,Gwalior,972.0,0.020136730888750776,12905.0,0.01843260707480739
Madhya Pradesh,Harda,210.0,0.00435052827843381,3428.0,0.004896317477910866
Madhya Pradesh,Hoshangabad,383.0,0.007934534907810233,5720.0,0.008170051334203662
Madhya Pradesh,Indore,1193.0,0.024715143981769216,16640.0,0.02376742206313793
Madhya Pradesh,Indore Railway,10.0,0.00020716801325875285,130.0,0.00018568298486826507
Madhya Pradesh,Jabalpur,990.0,0.020509633312616533,14085.0,0.020118037245150103
Madhya Pradesh,Jabalpur Railway,31.0,0.0006422208411021338,472.0,0.0006741720681370855
Madhya Pradesh,Jhabua,220.0,0.0045576962916925624,3654.0,0.005219120205451081
Madhya Pradesh,Katni,444.0,0.009198259788688627,6750.0,0.009641231906621455
Madhya Pradesh,Khandwa,445.0,0.009218976590014501,6740.0,0.009626948600093128
Madhya Pradesh,Khargone,619.0,0.012823700020716802,9460.0,0.013512007975798365
Madhya Pradesh,Mandla,287.0,0.005945721980526206,4420.0,0.006313221485521012
Madhya Pradesh,Mandsaur,379.0,0.007851667702506733,5592.0,0.007987225010641063
Madhya Pradesh,Morena,545.0,0.01129065672260203,7140.0,0.01019828086122625
Madhya Pradesh,Narsinghpur,409.0,0.008473171742282992,5520.0,0.007884385203637101
Madhya Pradesh,Neemuch,207.0,0.004288377874456184,3008.0,0.004296418603721087
Madhya Pradesh,Panna,252.0,0.005220633934120571,3792.0,0.005416229835542009
Madhya Pradesh,Raisen,400.0,0.008286720530350114,6312.0,0.009015623080680685
Madhya Pradesh,Rajgarh,575.0,0.011912160762378289,8003.0,0.011430930214620964
Madhya Pradesh,Ratlam,533.0,0.011042055106691527,7886.0,0.011263815528239525
Madhya Pradesh,Rewa,642.0,0.013300186451211933,9654.0,0.01378910412244793
Madhya Pradesh,Sagar,977.0,0.020240314895380154,14113.0,0.020158030503429424
Madhya Pradesh,Satna,560.0,0.01160140874249016,7906.0,0.011292382141296181
Madhya Pradesh,Seoni,588.0,0.012181479179614667,7990.0,0.011412361916134137
Madhya Pradesh,Shahdol,636.0,0.01317588564325668,8892.0,0.01270071616498933
Madhya Pradesh,Shajapur,241.0,0.004992749119535944,3138.0,0.004482101588589352
Madhya Pradesh,Sheopur,89.0,0.0018437953180029003,1322.0,0.0018882531230449723
Madhya Pradesh,Shivpuri,506.0,0.010482701470892895,7455.0,0.010648205016868586
Madhya Pradesh,Sidhi,220.0,0.0045576962916925624,3169.0,0.004526379838827169
Madhya Pradesh,Sehore,526.0,0.0108970374974104,7585.0,0.01083388800173685
Madhya Pradesh,Singrauli,344.0,0.007126579656101098,4890.0,0.006984536892352432
Madhya Pradesh,Tikamgarh,386.0,0.00799668531178786,5867.0,0.008380015940170085
Madhya Pradesh,Ujjain,871.0,0.01804433395483737,12635.0,0.018046957798542533
Madhya Pradesh,Umaria,167.0,0.0034597058214211724,2547.0,0.0036379581727651626
Madhya Pradesh,Vidisha,667.0,0.013818106484358815,9808.0,0.014009067042984182
Madhya Pradesh,Cyber Cell,0.0,0.0,0.0,0.0
Madhya Pradesh,Total District(s),24135.0,0.5,350059.0,0.5
Maharashtra,Ahmednagar,953.0,0.015308745100559018,13427.0,0.015338586706938977
Maharashtra,Akola,489.0,0.007855169311829339,6638.0,0.007583044504406116
Maharashtra,Amravati Commr.,501.0,0.008047934202917176,6860.0,0.007836650391718283
Maharashtra,Amravati Rural,948.0,0.015228426395939087,13480.0,0.015399132256612602
Maharashtra,Aurangabad Commr.,882.0,0.014168219494955985,11782.0,0.013459389929333062
Maharashtra,Aurangabad Rural,539.0,0.008658356358028658,6962.0,0.007953172015618466
Maharashtra,Beed,823.0,0.01322045878044079,10756.0,0.01228731947716062
Maharashtra,Bhandara,225.0,0.003614341707896935,3278.0,0.0037446851288706314
Maharashtra,Buldhana,567.0,0.009108141103900276,7594.0,0.008675149136254903
Maharashtra,Chandrapur,751.0,0.01206386943391377,10603.0,0.012112537041310344
Maharashtra,Dhule,348.0,0.0055901818415472595,4280.0,0.004889338728360678
Maharashtra,Gadchiroli,125.0,0.002007967615498297,1989.0,0.0022721716660535954
Maharashtra,Gondia,286.0,0.004594229904260104,4262.0,0.0048687760888488805
Maharashtra,Hingoli,214.0,0.003437640557733085,2956.0,0.003376842355381814
Maharashtra,Jalgaon,743.0,0.01193535950652188,9921.0,0.01133344147758558
Maharashtra,Jalna,607.0,0.00975069074085973,7798.0,0.008908192384055273
Maharashtra,Kolhapur,633.0,0.010168348004883377,9230.0,0.01054406459410492
Maharashtra,Latur,512.0,0.008224635353081025,6774.0,0.007738406669606362
Maharashtra,Mumbai Commr.,4803.0,0.07715414765790657,69694.0,0.07961625545195539
Maharashtra,Mumbai Railway,117.0,0.0018794576881064062,1704.0,0.001946596540450139
Maharashtra,Nagpur Commr.,1302.0,0.020914990683030266,16771.0,0.0191586681806862
Maharashtra,Nagpur Railway,32.0,0.0005140397095675641,500.0,0.0005711844308832568
Maharashtra,Nagpur Rural,420.0,0.006746771188074279,6240.0,0.007128381697423044
Maharashtra,Nanded,554.0,0.008899312471888453,7410.0,0.008464953265689865
Maharashtra,Nandurbar,142.0,0.0022810512112060657,2066.0,0.002360134068409617
Maharashtra,Nasik Commr.,474.0,0.007614213197969543,6366.0,0.007272320174005625
Maharashtra,Nasik Rural,942.0,0.015132043950395168,12310.0,0.014062560688345781
Maharashtra,Navi Mumbai,619.0,0.009943455631947568,9238.0,0.010553203544999052
Maharashtra,Osmanabad,329.0,0.005284970763991518,4598.0,0.005252612026402429
Maharashtra,Palghar,691.0,0.011100044978474588,11172.0,0.01276254492365549
Maharashtra,Parbhani,473.0,0.007598149457045557,6090.0,0.006957026368158067
Maharashtra,Pune Commr.,1969.0,0.03162950587932918,28268.0,0.0322924829844158
Maharashtra,Pune Railway,24.0,0.0003855297821756731,384.0,0.0004386696429183412
Maharashtra,Pune Rural,1118.0,0.017959262353016772,16358.0,0.018686869840776627
Maharashtra,Raigad,316.0,0.005076142131979695,4901.0,0.005598749791517683
Maharashtra,Ratnagiri,171.0,0.0027468996980016705,2644.0,0.0030204232705106616
Maharashtra,Sangli,493.0,0.007919424275525284,7090.0,0.008099395229924582
Maharashtra,Satara,754.0,0.01211206065668573,11169.0,0.01275911781707019
Maharashtra,Sindhudurg,91.0,0.0014618004240827603,1446.0,0.0016518653741143786
Maharashtra,Solapur Commr.,264.0,0.004240827603932404,3954.0,0.004516926479424794
Maharashtra,Solapur Rural,610.0,0.00979888196363169,9044.0,0.010331583985816349
Maharashtra,Thane Commr.,1646.0,0.02644091756088158,24060.0,0.027485394814102317
Maharashtra,Thane Rural,643.0,0.010328985414123242,8704.0,0.009943178572815733
Maharashtra,Wardha,443.0,0.007116237229325965,6512.0,0.007439106027823536
Maharashtra,Washim,425.0,0.006827089892694211,5598.0,0.006394980888168943
Maharashtra,Yavatmal,1115.0,0.017911071130244812,14806.0,0.016913913367315
Maharashtra,Total District(s),31126.0,0.5,437687.0,0.5
Manipur,Bishnupur,41.0,0.07706766917293233,642.0,0.0761927367671493
Manipur,Chandel,2.0,0.0037593984962406013,28.0,0.003323047709470686
Manipur,Churachandpur,2.0,0.0037593984962406013,40.0,0.004747211013529551
Manipur,C. I. D.,0.0,0.0,0.0,0.0
Manipur,Imphal East,59.0,0.11090225563909774,933.0,0.11072869689057678
Manipur,Imphal West,103.0,0.19360902255639098,1604.0,0.190363161642535
Manipur,Senapati,2.0,0.0037593984962406013,36.0,0.004272489912176596
Manipur,Tamenglong,0.0,0.0,0.0,0.0
Manipur,Thoubal,56.0,0.10526315789473684,910.0,0.1079990505577973
Manipur,Ukhrul,1.0,0.0018796992481203006,20.0,0.0023736055067647755
Manipur,Total District(s),266.0,0.5,4213.0,0.5
Meghalaya,Garo Hills East,8.0,0.011976047904191617,120.0,0.011496455259628282
Meghalaya,Garo Hills North,21.0,0.03143712574850299,360.0,0.034489365778884847
Meghalaya,Garo Hills South,7.0,0.010479041916167664,122.0,0.011688062847288752
Meghalaya,Garo Hills South West,20.0,0.029940119760479042,282.0,0.02701666986012646
Meghalaya,Garo Hills West,58.0,0.08682634730538923,920.0,0.08813949032381682
Meghalaya,Jaintia Hills West,17.0,0.025449101796407185,321.0,0.03075301781950565
Meghalaya,Jaintia Hills East,15.0,0.02245508982035928,248.0,0.02375934086989845
Meghalaya,Khasi Hills East,105.0,0.15718562874251496,1411.0,0.13517915309446255
Meghalaya,Khasi Hills South West,6.0,0.008982035928143712,108.0,0.010346809733665453
Meghalaya,Khasi Hills West,11.0,0.016467065868263474,172.0,0.016478252538800538
Meghalaya,Ri-Bhoi,66.0,0.09880239520958084,1155.0,0.11065338187392221
Meghalaya,Total District(s),334.0,0.5,5219.0,0.5
Mizoram,Aizawl,56.0,0.17721518987341772,884.0,0.173061863743148
Mizoram,Champhai,10.0,0.03164556962025317,170.0,0.03328112764291308
Mizoram,Kolasib,19.0,0.060126582278481014,302.0,0.0591229444009397
Mizoram,Lawngtlai,15.0,0.04746835443037975,260.0,0.05090054815974941
Mizoram,Lunglei,26.0,0.08227848101265822,414.0,0.08104933437744714
Mizoram,Mamit,12.0,0.0379746835443038,166.0,0.03249804228660924
Mizoram,Saiha,8.0,0.02531645569620253,148.0,0.028974158183241974
Mizoram,Serchhip,12.0,0.0379746835443038,210.0,0.04111198120595145
Mizoram,Spl Traffic,0.0,0.0,0.0,0.0
Mizoram,Spl Narcotic,0.0,0.0,0.0,0.0
Mizoram,Total District(s),158.0,0.5,2554.0,0.5
Nagaland,Dimapur,58.0,0.32222222222222224,971.0,0.324315297261189
Nagaland,Kiphire,0.0,0.0,0.0,0.0
Nagaland,Kohima,19.0,0.10555555555555556,290.0,0.09686038744154976
Nagaland,Longleng,0.0,0.0,0.0,0.0
Nagaland,Mokokchung,1.0,0.005555555555555556,20.0,0.006680026720106881
Nagaland,Mon,5.0,0.027777777777777776,78.0,0.026052104208416832
Nagaland,Peren,1.0,0.005555555555555556,20.0,0.006680026720106881
Nagaland,Phek,2.0,0.011111111111111112,40.0,0.013360053440213761
Nagaland,Tuensang,1.0,0.005555555555555556,18.0,0.006012024048096192
Nagaland,Wokha,2.0,0.011111111111111112,40.0,0.013360053440213761
Nagaland,Zunheboto,1.0,0.005555555555555556,20.0,0.006680026720106881
Nagaland,Total District(s),90.0,0.5,1497.0,0.5
Odisha,Angul,612.0,0.017848810079328044,8455.0,0.018754464028250366
Odisha,Balasore,1403.0,0.04091810545963603,15676.0,0.03477173011317005
Odisha,Baragarh,706.0,0.020590293980401308,9674.0,0.02145838971132987
Odisha,Berhampur,450.0,0.013124125058329444,5672.0,0.012581350676314143
Odisha,Bhadrak,672.0,0.01959869342043864,9434.0,0.020926033547310936
Odisha,Bolangir,590.0,0.017207186187587493,8502.0,0.01885871711037074
Odisha,Boudh,239.0,0.006970368642090528,2644.0,0.0058647904069419245
Odisha,Cuttack,218.0,0.00635790947270182,3420.0,0.007586075337269811
Odisha,DCP BBSR,559.0,0.016303079794680354,7710.0,0.01710194176910826
Odisha,DCP CTC,461.0,0.01344493700419972,4200.0,0.009316232870331348
Odisha,Deogarh,247.0,0.007203686420905273,3133.0,0.006949466091130503
Odisha,Dhenkanal,766.0,0.0223401773215119,8849.0,0.019628415397514785
Odisha,Gajapati,143.0,0.004170555296313579,1812.0,0.004019289038342953
Odisha,Ganjam,551.0,0.01606976201586561,7862.0,0.01743910067298692
Odisha,Jagatsinghpur,467.0,0.013619925338310778,6204.0,0.013761406839889447
Odisha,Jajpur,715.0,0.020852776481567897,9769.0,0.02166911402625403
Odisha,Jharsuguda,240.0,0.006999533364442371,3458.0,0.007670365063239476
Odisha,Kalahandi,770.0,0.022456836210919272,10688.0,0.023707594504309867
Odisha,Kandhamal,489.0,0.01426154923005133,6613.0,0.014668630469405048
Odisha,Kendrapara,604.0,0.017615492300513298,7788.0,0.017274957522414414
Odisha,Keonjhar,611.0,0.0178196453569762,8931.0,0.019810303753554588
Odisha,Khurda,329.0,0.009595193653756415,4340.0,0.009626773966009059
Odisha,Koraput,544.0,0.015865608959402706,7854.0,0.01742135546751962
Odisha,Malkangiri,162.0,0.0047246850209986,2106.0,0.004671425339266147
Odisha,Mayurbhanj,866.0,0.02525664955669622,12472.0,0.027664775323517278
Odisha,Nayagarh,309.0,0.009011899206719551,3097.0,0.006869612666527663
Odisha,Nabarangpur,666.0,0.019423705086327576,9179.0,0.02036040512304082
Odisha,Nuapada,235.0,0.006853709752683155,3224.0,0.0071513178033210155
Odisha,Puri,635.0,0.018519598693420437,6546.0,0.014520014373616429
Odisha,Rayagada,306.0,0.008924405039664022,4646.0,0.0103055280751332
Odisha,Rourkela,519.0,0.015136490900606626,6462.0,0.014333689716209802
Odisha,Sambalpur,535.0,0.015603126458236118,7419.0,0.0164564599202353
Odisha,Sonepur,181.0,0.005278814745683621,2532.0,0.005616357530399755
Odisha,SRP (Cuttack),14.0,0.00040830611292580493,226.0,0.000501302054451163
Odisha,SRP (Rourkela),15.0,0.0004374708352776482,224.0,0.0004968657530843386
Odisha,Sundargarh,314.0,0.009157722818478767,4582.0,0.010163566431394818
Odisha,"CID, CB",0.0,0.0,0.0,0.0
Odisha,HRPC,1.0,2.916472235184321e-05,10.0,2.2181506834122255e-05
Odisha,Total District(s),17144.0,0.5,225413.0,0.5
Punjab,Amritsar Rural,264.0,0.02494802494802495,4020.0,0.02642928522589807
Punjab,Barnala,126.0,0.011907011907011907,1947.0,0.012800452322095408
Punjab,Batala,146.0,0.013797013797013797,2088.0,0.013727449639720191
Punjab,Bathinda,235.0,0.022207522207522208,3476.0,0.022852784936622312
Punjab,CP Amritsar,249.0,0.02353052353052353,3382.0,0.022234786724872457
Punjab,CP Jalandhar,361.0,0.03411453411453411,5184.0,0.03408194393309841
Punjab,CP Ludhiana,653.0,0.06170856170856171,9824.0,0.06458738757692105
Punjab,Faridkot,90.0,0.008505008505008505,1367.0,0.008987271866617578
Punjab,Fatehgarh Sahib,109.0,0.010300510300510301,1553.0,0.01021011939199495
Punjab,Fazilka,165.0,0.015592515592515593,2414.0,0.01587072003366118
Punjab,Ferozepur,149.0,0.01408051408051408,2221.0,0.014601851364855626
Punjab,G. R. P.,9.0,0.0008505008505008505,136.0,0.0008941250723189396
Punjab,Gurdaspur,97.0,0.009166509166509167,1374.0,0.009033293010045759
Punjab,Hoshiarpur,292.0,0.027594027594027595,3935.0,0.025870457055698733
Punjab,Jalandhar Rural,152.0,0.014364014364014363,2283.0,0.015009467206648083
Punjab,Kapurthala,147.0,0.013891513891513892,1974.0,0.012977962446746963
Punjab,Khanna,119.0,0.011245511245511245,1750.0,0.01150528585704518
Punjab,Ludhiana Rural,122.0,0.01152901152901153,1840.0,0.01209698627255036
Punjab,Mansa,116.0,0.010962010962010962,1583.0,0.010407352863830011
Punjab,Moga,132.0,0.012474012474012475,1995.0,0.013116025877031505
Punjab,Muktsar,117.0,0.011056511056511056,1626.0,0.010690054173460264
Punjab,Pathankot,131.0,0.01237951237951238,1777.0,0.011682795981696734
Punjab,Patiala,415.0,0.03921753921753922,5782.0,0.03801346447167727
Punjab,Ropar,111.0,0.01048951048951049,1544.0,0.010150949350444433
Punjab,Sangrur,225.0,0.02126252126252126,3148.0,0.020696365644558987
Punjab,SAS Nagar,298.0,0.02816102816102816,4119.0,0.027080155682953768
Punjab,SBS Nagar,72.0,0.006804006804006804,934.0,0.006140535423131542
Punjab,Tarn Taran,189.0,0.01786051786051786,2776.0,0.01825067059380424
Punjab,Total District(s),5291.0,0.5,76052.0,0.5
Rajasthan,Ajmer,1303.0,0.02313154624533996,16354.0,0.02221956528237081
Rajasthan,Alwar,1532.0,0.027196875554766554,20355.0,0.027655573640862043
Rajasthan,Banswara,544.0,0.009657376176105095,7661.0,0.010408712830392734
Rajasthan,Baran,794.0,0.014095508609976921,10718.0,0.014562143860612104
Rajasthan,Barmer,760.0,0.013491922598970352,9885.0,0.013430378061406107
Rajasthan,Bharatpur,1208.0,0.021445055920468668,16392.0,0.02227119445448345
Rajasthan,Bhilwara,1187.0,0.021072252796023434,15040.0,0.020434282857212733
Rajasthan,Bikaner,731.0,0.012977099236641221,8788.0,0.011939925382259672
Rajasthan,Bundi,632.0,0.011219598792827978,8436.0,0.011461676209005758
Rajasthan,Chittorgarh,1013.0,0.017983312622048643,12750.0,0.01732294590621425
Rajasthan,Churu,428.0,0.007598082726788568,5510.0,0.00748622995633259
Rajasthan,Dausa,344.0,0.0061068702290076335,4518.0,0.00613843683170792
Rajasthan,Dholpur,504.0,0.008947274986685603,6329.0,0.008598974481602352
Rajasthan,Dungarpur,518.0,0.009195810402982426,7625.0,0.01035980098312813
Rajasthan,G.R.P.Ajmer,17.0,0.0003017930055032842,240.0,0.00032607898176403296
Rajasthan,G.R.P.Jodhpur,6.0,0.00010651517841292384,74.0,0.00010054101937724349
Rajasthan,Ganganagar,1266.0,0.02247470264512693,15649.0,0.021261708273438963
Rajasthan,Hanumangarh,869.0,0.01542694834013847,10822.0,0.014703444752709852
Rajasthan,Jaipur East,589.0,0.010456240014202024,8034.0,0.010915493914551003
Rajasthan,Jaipur North,523.0,0.009284573051659861,6718.0,0.009127494164544888
Rajasthan,Jaipur Rural,596.0,0.010580507722350434,8055.0,0.010944025825455356
Rajasthan,Jaipur South,429.0,0.007615835256524055,5604.0,0.007613944224190169
Rajasthan,Jaipur West,638.0,0.011326113971240902,8247.0,0.011204889010866583
Rajasthan,Jaisalmer,118.0,0.0020947985087875023,1546.0,0.002100492107529979
Rajasthan,Jalore,300.0,0.005325758920646192,3628.0,0.004929227274332965
Rajasthan,Jhalawar,987.0,0.017521746848925972,13225.0,0.01796831055762223
Rajasthan,Jhunjhunu,545.0,0.009675128705840582,6973.0,0.009473953082669174
Rajasthan,Jodhpur East,425.0,0.007544825137582105,5460.0,0.00741829683513175
Rajasthan,Jodhpur West,388.0,0.006887981537369075,4756.0,0.0064617984886239195
Rajasthan,Jodhpur Rural,415.0,0.007367299840227232,5586.0,0.007589488300557867
Rajasthan,Karauli,500.0,0.008876264867743653,6719.0,0.009128852826968906
Rajasthan,Kota City,858.0,0.01523167051304811,11174.0,0.015181693925963767
Rajasthan,Kota Rural,478.0,0.008485709213562932,6446.0,0.008757937985212318
Rajasthan,Nagaur,881.0,0.01563997869696432,11324.0,0.015385493289566288
Rajasthan,Pali,956.0,0.016971418427125864,12285.0,0.016691167879046436
Rajasthan,Pratapgarh,739.0,0.013119119474525119,10842.0,0.014730618001190188
Rajasthan,Rajsamand,474.0,0.008414699094620984,5986.0,0.008132953270164589
Rajasthan,Sawai Madhopur,539.0,0.009568613527427659,6917.0,0.009397867986924232
Rajasthan,Sikar,695.0,0.012338008166163678,8822.0,0.011986119904676244
Rajasthan,Sirohi,450.0,0.007988638380969288,5998.0,0.00814925721925279
Rajasthan,Tonk,539.0,0.009568613527427659,6727.0,0.00913972212636104
Rajasthan,Udaipur,1447.0,0.025687910527250134,19791.0,0.026889288033716565
Rajasthan,Jaipur Metro,0.0,0.0,0.0,0.0
Rajasthan,Total District(s),28165.0,0.5,368009.0,0.5
Sikkim,East,38.0,0.3584905660377358,575.0,0.3476420798065296
Sikkim,North,1.0,0.009433962264150943,14.0,0.008464328899637243
Sikkim,South,8.0,0.07547169811320754,136.0,0.08222490931076179
Sikkim,West,6.0,0.05660377358490566,102.0,0.06166868198307134
Sikkim,Total District(s),53.0,0.5,827.0,0.5
Tamil Nadu,Ariyalur,33.0,0.0028219599794766545,470.0,0.0033729959380517003
Tamil Nadu,Chennai,523.0,0.044723789977766375,3782.0,0.02714185242066283
Tamil Nadu,Coimbatore,96.0,0.008209338122113904,1114.0,0.007994718031892754
Tamil Nadu,Coimbatore City,104.0,0.008893449632290064,782.0,0.00561209111394985
Tamil Nadu,Cuddalore,196.0,0.016760731999315888,2770.0,0.01987914627319832
Tamil Nadu,Dharmapuri,178.0,0.015221481101419531,2807.0,0.020144679995981112
Tamil Nadu,Dindigul,338.0,0.028903711304942705,4648.0,0.03335677685120064
Tamil Nadu,Erode,69.0,0.005900461775269369,826.0,0.005927860946448307
Tamil Nadu,Kanchipuram,56.0,0.004788780571233111,820.0,0.005884801423834881
Tamil Nadu,Kanyakumari,165.0,0.014109799897383273,1182.0,0.008482725954844913
Tamil Nadu,Karur,63.0,0.00538737814263725,554.0,0.003975829254639664
Tamil Nadu,Krishnagiri,176.0,0.015050453223875491,2609.0,0.018723715749738055
Tamil Nadu,Madurai,601.0,0.05139387720198392,6776.0,0.048628554204762385
Tamil Nadu,Madurai City,152.0,0.012998118693347016,1720.0,0.012343729815848775
Tamil Nadu,Nagapattinam,110.0,0.009406533264922183,1494.0,0.010721821130743063
Tamil Nadu,Namakkal,85.0,0.007268684795621687,1265.0,0.00907838268433064
Tamil Nadu,Nilgiris,46.0,0.003933641183512912,348.0,0.002497452311578706
Tamil Nadu,Perambalur,51.0,0.004361210877373012,658.0,0.00472219431327238
Tamil Nadu,Pudukottai,66.0,0.005643919958953309,868.0,0.0062292776047422884
Tamil Nadu,Ramnathapuram,139.0,0.011886437489310758,1676.0,0.012027959983350317
Tamil Nadu,Railway Chennai,10.0,0.0008551393877201984,130.0,0.0009329563232908958
Tamil Nadu,Railway Trichy,2.0,0.0001710278775440397,28.0,0.0002009444388626545
Tamil Nadu,Salem,253.0,0.02163502650932102,3756.0,0.02695526115600465
Tamil Nadu,Salem City,62.0,0.00530186420386523,774.0,0.005554678417131948
Tamil Nadu,Sivagangai,206.0,0.017615871387036085,2879.0,0.020661394267342224
Tamil Nadu,Thanjavur,128.0,0.01094578416281854,1576.0,0.011310301273126553
Tamil Nadu,Theni,146.0,0.012485035060714897,1872.0,0.0134345710553889
Tamil Nadu,Thirunelveli,289.0,0.024713528305113735,3475.0,0.02493864018027587
Tamil Nadu,Thirunelveli City,37.0,0.003164015734564734,258.0,0.0018515594723773163
Tamil Nadu,Thiruvallur,34.0,0.0029074739182486744,376.0,0.00269839675044136
Tamil Nadu,Thiruvannamalai,128.0,0.01094578416281854,1579.0,0.011331831034433264
Tamil Nadu,Thiruvarur,78.0,0.006670087224217547,1017.0,0.0072985890829757
Tamil Nadu,Thoothukudi,176.0,0.015050453223875491,2075.0,0.014891418237143144
Tamil Nadu,Tiruppur,84.0,0.007183170856849667,1084.0,0.007779420418825623
Tamil Nadu,Tiruppur City,38.0,0.003249529673336754,294.0,0.002109916608057872
Tamil Nadu,Trichy,122.0,0.01043270053018642,1425.0,0.010226636620688666
Tamil Nadu,Trichy City,64.0,0.00547289208140927,587.0,0.004212656629013507
Tamil Nadu,Vellore,179.0,0.015306995040191552,2072.0,0.01486988847583643
Tamil Nadu,Villupuram,373.0,0.0318966991619634,5576.0,0.040016649682077195
Tamil Nadu,Virudhunagar,191.0,0.01633316230545579,1669.0,0.011977723873634655
Tamil Nadu,Cyber Cell,0.0,0.0,0.0,0.0
Tamil Nadu,Other Units,0.0,0.0,0.0,0.0
Tamil Nadu,Total District(s),5847.0,0.5,69671.0,0.5
Telangana,Adilabad,953.0,0.03148331681532871,11255.0,0.031161575050805412
Telangana,Cyberabad,2994.0,0.09890981169474727,32465.0,0.08988543172140362
Telangana,Hyderabad City,2405.0,0.07945160224644864,27242.0,0.07542457819049676
Telangana,Karimnagar,1563.0,0.051635282457879086,18898.0,0.05232265173790499
Telangana,Khammam,1397.0,0.046151304922365376,17880.0,0.049504128112696645
Telangana,Mahaboob Nagar,1070.0,0.03534852989758837,14956.0,0.041408486580172876
Telangana,Medak,1019.0,0.03366369342583416,12561.0,0.03477748060534578
Telangana,Nalgonda,1533.0,0.05064420218037661,18705.0,0.051788295097762345
Telangana,Nizamabad,779.0,0.025735051205814336,8820.0,0.02441982158579331
Telangana,Ranga Reddy,294.0,0.009712586719524281,3672.0,0.010166619598983339
Telangana,Secunderabad Railway,15.0,0.0004955401387512388,202.0,0.0005592748254342686
Telangana,Warangal Rural,607.0,0.02005285761480013,7871.0,0.0217923373811541
Telangana,Warangal City,506.0,0.01671622068054179,6064.0,0.01678931951204656
Telangana,Total District(s),15135.0,0.5,180591.0,0.5
Tripura,Dhalai,120.0,0.0473559589581689,1687.0,0.049327485380116956
Tripura,Gomati,175.0,0.06906077348066299,2200.0,0.06432748538011696
Tripura,G. R. P.,0.0,0.0,0.0,0.0
Tripura,Kowai,98.0,0.03867403314917127,1379.0,0.040321637426900585
Tripura,North,158.0,0.062352012628255724,2122.0,0.062046783625730996
Tripura,Sipahijala,167.0,0.06590370955011839,2227.0,0.06511695906432749
Tripura,South,184.0,0.07261247040252565,2432.0,0.07111111111111111
Tripura,Unakoti,57.0,0.02249408050513023,861.0,0.02517543859649123
Tripura,West,308.0,0.12154696132596685,4192.0,0.12257309941520468
Tripura,Total District(s),1267.0,0.5,17100.0,0.5
